CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureBand
C00521,Female,0,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),110.02,7723.31,No,49m+
C00522,Female,1,Yes,Yes,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.89,1709.5,No,49m+
C00523,Male,0,No,Yes,57,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,105.14,6029.42,Yes,49m+
C00524,Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,144.98,144.16,No,0-6m
C00525,Male,0,No,No,8,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),84.95,650.41,No,7-12m
C00526,Male,0,Yes,Yes,57,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),124.77,7117.87,Yes,49m+
C00527,Female,0,Yes,No,20,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,81.66,1622.16,No,13-24m
C00528,Female,0,No,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,164.89,10107.16,Yes,49m+
C00529,Male,1,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,127.57,4694.28,Yes,25-48m
C00530,Female,0,No,Yes,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),103.54,2281.96,Yes,13-24m
C00531,Male,0,No,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,44.87,715.39,No,13-24m
C00532,Female,0,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,137.26,7433.86,No,49m+
C00533,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),37.43,507.68,No,13-24m
C00534,Female,0,No,No,48,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),110.87,5430.29,Yes,25-48m
C00535,Female,1,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),38.79,1182.46,No,25-48m
C00536,Female,0,No,No,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,108.62,3410.33,Yes,25-48m
C00537,Male,0,Yes,No,60,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,98.85,5735.84,Yes,49m+
C00538,Male,0,No,No,41,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Electronic check,110.93,4353.24,Yes,25-48m
C00539,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,44.11,129.36,No,0-6m
C00540,Female,0,Yes,No,42,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.74,3776.41,Yes,25-48m
C00541,Female,0,No,No,53,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),117.72,6026.97,No,49m+
C00542,Male,1,Yes,No,2,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),103.8,205.39,No,0-6m
C00543,Male,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),39.57,995.14,Yes,25-48m
C00544,Female,0,Yes,Yes,10,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),97.21,939.33,Yes,7-12m
C00545,Female,0,Yes,No,57,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,76.77,4521.09,No,49m+
C00546,Male,0,No,No,54,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,132.08,7244.34,No,49m+
C00547,Female,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),41.07,452.42,Yes,7-12m
C00548,Female,0,No,No,37,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),120.46,4521.8,No,25-48m
C00549,Female,0,Yes,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),41.07,2566.27,No,49m+
C00550,Female,0,No,No,27,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,74.47,1912.59,No,25-48m
C00551,Male,0,No,Yes,65,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,107.59,6648.43,Yes,49m+
C00552,Female,0,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,114.18,3090.63,Yes,25-48m
C00553,Male,0,Yes,Yes,58,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),102.14,6104.14,Yes,49m+
C00554,Female,0,Yes,No,48,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),103.82,5155.26,Yes,25-48m
C00555,Male,0,Yes,No,62,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),132.4,7873.76,No,49m+
C00556,Male,0,No,No,1,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,104.17,101.98,Yes,0-6m
C00557,Female,0,No,No,68,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),119.99,8200.1,Yes,49m+
C00558,Male,0,Yes,Yes,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.43,1733.8,No,49m+
C00559,Female,0,No,No,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,23.17,454.13,No,13-24m
C00560,Male,0,No,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,39.46,649.1,No,13-24m
C00561,Male,0,No,No,31,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),109.12,3530.32,Yes,25-48m
C00562,Female,0,No,Yes,34,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),95.22,3397.16,Yes,25-48m
C00563,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,40.9,2837.88,No,49m+
C00564,Female,0,Yes,Yes,54,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),81.4,4607.88,No,49m+
C00565,Male,0,Yes,No,34,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,102.42,3603.12,No,25-48m
C00566,Female,0,No,Yes,63,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,113.11,7271.6,Yes,49m+
C00567,Female,0,Yes,No,66,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),102.92,6610.9,No,49m+
C00568,Female,0,Yes,Yes,41,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),102.82,4379.48,Yes,25-48m
C00569,Male,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),48.71,2312.75,No,25-48m
C00570,Female,0,Yes,No,49,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),100.4,4864.45,No,49m+
C00571,Female,0,No,No,39,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,131.1,4945.25,Yes,25-48m
C00572,Male,1,No,No,69,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),92.94,6273.67,Yes,49m+
C00573,Male,1,No,No,45,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,87.72,3894.09,Yes,25-48m
C00574,Male,0,No,No,44,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),78.46,3353.18,No,25-48m
C00575,Male,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),41.69,3042.6,No,49m+
C00576,Male,0,No,Yes,27,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),88.53,2427.97,No,25-48m
C00577,Male,0,No,No,12,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,104.91,1248.52,Yes,7-12m
C00578,Female,0,No,No,48,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,140.52,6996.19,No,25-48m
C00579,Female,0,No,Yes,13,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,132.66,1728.2,No,13-24m
C00580,Female,0,Yes,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),52.61,3552.25,No,49m+
C00581,Female,0,Yes,No,33,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),102.16,3468.57,No,25-48m
C00582,Female,1,Yes,Yes,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.23,1133.01,Yes,25-48m
C00583,Female,0,No,No,51,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),127.09,6311.33,No,49m+
C00584,Male,0,Yes,Yes,36,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,110.89,4191.39,No,25-48m
C00585,Male,0,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,45.64,1515.32,No,25-48m
C00586,Male,0,No,No,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.26,1101.49,Yes,25-48m
C00587,Female,0,No,No,63,No,No phone service,DSL,No,No,No,No,No,No,Two year,No,Electronic check,63.77,3991.57,Yes,49m+
C00588,Female,0,Yes,Yes,19,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.75,1820.44,Yes,13-24m
C00589,Male,0,No,No,45,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,128.22,5931.61,Yes,25-48m
C00590,Male,0,No,Yes,56,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,98.31,5699.96,Yes,49m+
C00591,Male,0,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,39.37,2399.71,No,49m+
C00592,Female,0,Yes,No,55,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,127.32,7247.9,Yes,49m+
C00593,Male,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),45.38,1030.68,No,13-24m
C00594,Female,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),50.17,397.71,No,7-12m
C00595,Male,0,No,No,13,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),95.54,1273.3,Yes,13-24m
C00596,Male,0,No,No,37,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,93.27,3470.0,No,25-48m
C00597,Male,0,Yes,No,16,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),126.39,2058.52,No,13-24m
C00598,Female,0,No,Yes,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,103.28,720.2,Yes,7-12m
C00599,Female,0,No,No,71,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),96.87,7032.8,Yes,49m+
C00600,Male,0,No,Yes,14,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),119.23,1695.82,No,13-24m
C00601,Female,1,Yes,No,50,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),108.64,5693.23,No,49m+
C00602,Female,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,41.69,198.95,No,0-6m
C00603,Male,1,No,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,120.19,8585.8,Yes,49m+
C00604,Male,0,Yes,No,71,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,110.03,7797.88,Yes,49m+
C00605,Male,0,No,Yes,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),118.53,2936.82,Yes,25-48m
C00606,Male,0,No,Yes,10,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),145.82,1482.47,Yes,7-12m
C00607,Female,0,No,No,68,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),106.96,7471.09,Yes,49m+
C00608,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,121.22,121.35,Yes,0-6m
C00609,Female,0,Yes,No,34,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),80.47,2827.24,No,25-48m
C00610,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,133.42,523.15,Yes,0-6m
C00611,Female,1,No,No,19,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,127.17,2445.22,Yes,13-24m
C00612,Male,0,No,No,71,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,95.0,6802.08,Yes,49m+
C00613,Male,0,No,No,7,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,No,Mailed check,98.18,690.48,Yes,7-12m
C00614,Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,144.21,140.56,No,0-6m
C00615,Female,0,No,Yes,52,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),89.77,4713.03,No,49m+
C00616,Male,0,No,No,15,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,106.26,1577.2,No,13-24m
C00617,Male,1,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),45.59,1318.03,No,25-48m
C00618,Male,0,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),43.0,1906.08,No,25-48m
C00619,Male,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),120.13,7487.42,No,49m+
C00620,Male,0,No,Yes,22,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),87.67,1844.1,Yes,13-24m
C00621,Female,0,Yes,No,46,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),78.39,3447.17,No,25-48m
C00622,Female,0,Yes,No,24,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Credit card (automatic),125.14,3079.59,No,13-24m
C00623,Female,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),43.01,884.08,Yes,13-24m
C00624,Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,42.97,245.45,No,0-6m
C00625,Female,0,No,No,44,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),110.69,4869.64,Yes,25-48m
C00626,Female,0,Yes,No,63,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,107.82,6839.57,Yes,49m+
C00627,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.31,308.6,No,7-12m
C00628,Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.76,1965.69,No,49m+
C00629,Female,0,Yes,No,20,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,108.84,2070.22,No,13-24m
C00630,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,110.15,1152.47,Yes,7-12m
C00631,Male,0,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),48.0,3203.44,No,49m+
C00632,Male,0,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,49.57,2811.67,Yes,49m+
C00633,Female,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,53.25,1834.36,No,25-48m
C00634,Female,1,Yes,Yes,22,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,108.68,2497.36,No,13-24m
C00635,Male,0,No,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,50.3,1085.05,No,13-24m
C00636,Female,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,132.87,8302.02,No,49m+
C00637,Female,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,53.42,1163.97,No,13-24m
C00638,Female,0,No,No,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,133.59,7666.84,Yes,49m+
C00639,Male,0,Yes,No,12,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),128.86,1563.93,Yes,7-12m
C00640,Male,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),44.67,1016.9,No,13-24m
C00641,Male,1,Yes,No,7,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,130.25,873.42,No,7-12m
C00642,Male,0,Yes,No,68,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.52,6512.89,Yes,49m+
C00643,Male,0,Yes,No,71,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,96.18,6717.04,No,49m+
C00644,Male,0,No,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,53.64,3033.85,No,49m+
C00645,Female,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,114.64,1717.83,Yes,13-24m
C00646,Male,0,No,No,64,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,107.89,6820.82,No,49m+
C00647,Female,1,No,Yes,37,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,110.84,4245.21,No,25-48m
C00648,Female,0,No,No,39,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),100.3,3953.52,Yes,25-48m
C00649,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,100.15,7502.36,Yes,49m+
C00650,Male,0,Yes,No,50,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,111.75,5761.67,No,49m+
C00651,Female,0,No,Yes,18,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),82.92,1541.97,No,13-24m
C00652,Male,0,Yes,No,39,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),117.93,4698.47,No,25-48m
C00653,Female,0,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),46.75,2782.61,No,49m+
C00654,Male,0,No,Yes,57,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),103.07,5918.62,No,49m+
C00655,Male,0,Yes,Yes,3,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,123.16,368.14,Yes,0-6m
C00656,Female,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,44.22,413.95,Yes,7-12m
C00657,Female,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),43.65,1469.31,No,25-48m
C00658,Male,0,No,Yes,57,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,95.55,5444.54,No,49m+
C00659,Female,0,No,No,18,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.29,1702.88,No,13-24m
C00660,Male,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),52.5,3460.08,No,49m+
C00661,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),38.36,622.28,Yes,13-24m
C00662,Female,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,41.93,995.08,Yes,13-24m
C00663,Male,0,Yes,No,19,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,76.86,1402.71,No,13-24m
C00664,Female,0,Yes,Yes,46,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,91.9,4085.67,Yes,25-48m
C00665,Male,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,139.78,4325.1,Yes,25-48m
C00666,Female,0,No,No,8,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),87.98,674.37,Yes,7-12m
C00667,Female,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,41.88,910.82,No,13-24m
C00668,Female,0,Yes,No,4,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,112.11,457.04,Yes,0-6m
C00669,Male,0,Yes,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,25.07,259.64,No,7-12m
C00670,Female,0,Yes,Yes,48,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),104.91,5044.75,No,25-48m
C00671,Male,0,Yes,Yes,24,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,110.19,2703.23,No,13-24m
C00672,Female,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),43.58,1838.29,Yes,25-48m
C00673,Male,1,Yes,Yes,44,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,82.87,3658.01,Yes,25-48m
C00674,Male,0,Yes,Yes,61,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,105.09,6141.27,Yes,49m+
C00675,Male,0,Yes,No,67,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),100.55,6875.25,No,49m+
C00676,Male,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,126.41,747.67,No,0-6m
C00677,Male,0,No,No,3,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,85.9,250.29,Yes,0-6m
C00678,Female,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,40.61,2158.19,No,49m+
C00679,Male,0,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,46.58,1908.93,No,25-48m
C00680,Male,0,Yes,Yes,35,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,108.16,3638.36,No,25-48m
C00681,Male,0,No,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,41.56,1305.89,No,25-48m
C00682,Male,0,No,Yes,62,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),103.06,6565.15,No,49m+
C00683,Female,0,No,No,69,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),122.07,8798.91,Yes,49m+
C00684,Male,0,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),112.35,7090.92,No,49m+
C00685,Male,0,No,No,58,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,109.38,6641.88,No,49m+
C00686,Male,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),96.85,475.94,Yes,0-6m
C00687,Female,0,No,No,70,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),122.06,8402.12,No,49m+
C00688,Female,0,No,No,7,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),97.31,685.33,No,7-12m
C00689,Female,0,Yes,No,12,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,110.79,1371.43,No,7-12m
C00690,Male,0,No,No,51,No,No phone service,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,74.8,3891.84,No,49m+
C00691,Male,1,Yes,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),119.4,2259.98,Yes,13-24m
C00692,Female,0,No,No,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.36,1497.6,No,49m+
